state_name,state_fips_code,county_fips_code,county_name,population_1950,residence_telephones_1945,population_under5_1950,population_over65_1950,births,black_pop
NORTH CAROLINA,37,067,FORSYTH,146135,10246,16526,7522,4698,41502
NORTH CAROLINA,37,069,FRANKLIN,31341,492,3912,1933,604,14291
NORTH CAROLINA,37,071,GASTON,110836,3124,13930,5058,3062,14852
NORTH CAROLINA,37,073,GATES,9555,87,1149,702,232,5026
NORTH CAROLINA,37,075,GRAHAM,6886,26,947,395,154,220
NORTH CAROLINA,37,077,GRANVILLE,31793,1051,3605,2186,692,14847
NORTH CAROLINA,37,079,GREENE,18024,116,2594,734,404,8381
NORTH CAROLINA,37,081,GUILFORD,191057,15773,21172,9665,6044,37256
NORTH CAROLINA,37,083,HALIFAX,58377,1773,8350,2986,1512,33041
NORTH CAROLINA,37,085,HARNETT,47605,1016,6153,2408,1136,12520
NORTH CAROLINA,37,087,HAYWOOD,37631,1240,4683,2285,928,828
NORTH CAROLINA,37,089,HENDERSON,30921,1180,3358,2650,740,2072
NORTH CAROLINA,37,091,HERTFORD,21453,524,2772,1230,600,12872
NORTH CAROLINA,37,093,HOKE,15756,210,2312,730,424,9548
NORTH CAROLINA,37,095,HYDE,6479,42,728,580,104,2734
NORTH CAROLINA,37,097,IREDELL,56303,2634,6567,3623,1542,10022
NORTH CAROLINA,37,099,JACKSON,19261,183,2435,1344,350,1464
NORTH CAROLINA,37,101,JOHNSTON,65906,1251,8656,3310,1228,14302
NORTH CAROLINA,37,103,JONES,11004,91,1580,578,266,4996
NORTH CAROLINA,37,105,LEE,23522,1051,3006,1308,750,6116
NORTH CAROLINA,37,107,LENOIR,45953,1767,5872,2164,1308,19806
NORTH CAROLINA,37,109,LINCOLN,27459,634,3466,1686,602,3487
NORTH CAROLINA,37,111,MC DOWELL,25720,551,3183,1549,604,1440
NORTH CAROLINA,37,113,MACON,16174,224,1997,1211,268,356
NORTH CAROLINA,37,115,MADISON,20522,207,2339,1418,338,185
NORTH CAROLINA,37,117,MARTIN,27938,747,4022,1303,654,14081
NORTH CAROLINA,37,119,MECKLENBURG,197052,18205,22979,9766,6928,50051
NORTH CAROLINA,37,121,MITCHELL,15143,165,1841,1043,250,45
NORTH CAROLINA,37,123,MONTGOMERY,17260,562,2149,1109,414,3953
NORTH CAROLINA,37,125,MOORE,33129,1448,3959,2302,928,8912
NORTH CAROLINA,37,127,NASH,59919,343,8078,3118,1472,25406
NORTH CAROLINA,37,129,NEW HANOVER,63272,7107,7195,3977,1610,19867
NORTH CAROLINA,37,131,NORTHAMPTON,28432,391,3907,1792,650,18253
NORTH CAROLINA,37,133,ONSLOW,42047,359,5360,1280,3180,6685
NORTH CAROLINA,37,135,ORANGE,34435,1243,3795,1718,1068,8643
NORTH CAROLINA,37,137,PAMLICO,9993,156,1305,757,232,3458
NORTH CAROLINA,37,139,PASQUOTANK,24347,2205,3029,1520,650,9301
NORTH CAROLINA,37,141,PENDER,18423,95,2418,1196,412,8898
NORTH CAROLINA,37,143,PERQUIMANS,9602,205,1195,691,192,4590
NORTH CAROLINA,37,145,PERSON,24361,477,3180,1304,632,8819
NORTH CAROLINA,37,147,PITT,63789,2250,8486,3134,1664,29534
NORTH CAROLINA,37,149,POLK,11627,531,1317,993,198,1512
NORTH CAROLINA,37,151,RANDOLPH,50804,1499,5848,2908,1256,4318
NORTH CAROLINA,37,153,RICHMOND,39597,1383,5121,1945,934,12077
NORTH CAROLINA,37,155,ROBESON,87769,1793,13360,3887,2610,50292
NORTH CAROLINA,37,157,ROCKINGHAM,64816,2534,7390,3575,1534,13028
NORTH CAROLINA,37,159,ROWAN,75410,4342,8334,4544,1666,12895
NORTH CAROLINA,37,161,RUTHERFORD,46356,1320,5429,2912,920,5702
NORTH CAROLINA,37,163,SAMPSON,49780,741,6503,2686,946,18319
NORTH CAROLINA,37,165,SCOTLAND,26336,630,4029,1230,636,12589
NORTH CAROLINA,37,167,STANLY,37130,1415,4398,2016,794,4233
NORTH CAROLINA,37,169,STOKES,21520,76,2483,1353,458,1937
NORTH CAROLINA,37,171,SURRY,45593,1643,5511,2771,1044,2599
NORTH CAROLINA,37,173,SWAIN,9921,80,1349,689,228,1548
NORTH CAROLINA,37,175,TRANSYLVANIA,15194,230,1970,871,338,745
NORTH CAROLINA,37,177,TYRRELL,5048,59,624,395,106,2090
NORTH CAROLINA,37,179,UNION,42034,1138,5179,2449,1050,9500
NORTH CAROLINA,37,181,VANCE,32101,1544,4062,1726,778,14606
NORTH CAROLINA,37,183,WAKE,136450,9854,14944,7084,4028,39980
NORTH CAROLINA,37,185,WARREN,23539,497,3358,1499,448,15630
NORTH CAROLINA,37,187,WASHINGTON,13180,215,1747,837,360,5746
NORTH CAROLINA,37,189,WATAUGA,18342,398,2218,1194,352,220
NORTH CAROLINA,37,191,WAYNE,64267,2126,8032,3406,2284,27121
NORTH CAROLINA,37,193,WILKES,45243,811,5830,2980,950,2715
NORTH CAROLINA,37,195,WILSON,54506,2106,7267,2577,1418,22020
NORTH CAROLINA,37,197,YADKIN,22133,134,2556,1496,504,1107
NORTH CAROLINA,37,199,YANCEY,16306,170,2109,1160,284,179
NORTH DAKOTA,38,001,ADAMS,4910,543,633,405,112,0
NORTH DAKOTA,38,003,BARNES,16884,1792,1981,1546,442,0
NORTH DAKOTA,38,005,BENSON,10675,879,1322,936,220,1270
NORTH DAKOTA,38,007,BILLINGS,1777,7,218,103,38,2
NORTH DAKOTA,38,009,BOTTINEAU,12140,1319,1519,1068,270,49
NORTH DAKOTA,38,011,BOWMAN,4001,471,469,446,120,0
NORTH DAKOTA,38,013,BURKE,6621,624,748,741,116,13
NORTH DAKOTA,38,015,BURLEIGH,25673,2816,3199,1645,948,180
NORTH DAKOTA,38,017,CASS,58877,7415,6739,4444,1834,118
NORTH DAKOTA,38,019,CAVALIER,11840,754,1491,848,228,12
NORTH DAKOTA,38,021,DICKEY,9121,787,1051,676,214,0
NORTH DAKOTA,38,023,DIVIDE,5967,576,688,716,126,0
NORTH DAKOTA,38,025,DUNN,7212,223,1031,387,162,411
NORTH DAKOTA,38,027,EDDY,5372,531,661,455,98,70
NORTH DAKOTA,38,029,EMMONS,9715,349,1294,499,250,10
NORTH DAKOTA,38,031,FOSTER,5337,463,680,411,170,11
NORTH DAKOTA,38,033,GOLDEN VALLEY,3499,427,460,337,60,0
NORTH DAKOTA,38,035,GRAND FORKS,39443,4966,4719,2877,1592,118
NORTH DAKOTA,38,037,GRANT,7114,212,936,384,144,0
NORTH DAKOTA,38,039,GRIGGS,5460,400,703,485,98,5
NORTH DAKOTA,38,041,HETTINGER,7100,809,1019,427,176,0
NORTH DAKOTA,38,043,KIDDER,6168,146,798,400,132,0
NORTH DAKOTA,38,045,LA MOURE,9498,745,1180,727,204,0
NORTH DAKOTA,38,047,LOGAN,6357,132,831,364,130,0
NORTH DAKOTA,38,049,MC HENRY,12556,1191,1598,1087,266,13
NORTH DAKOTA,38,051,MC INTOSH,7590,180,853,428,178,0
NORTH DAKOTA,38,053,MC KENZIE,6849,230,904,642,186,21
NORTH DAKOTA,38,055,MC LEAN,18824,908,2536,1187,296,1318
NORTH DAKOTA,38,057,MERCER,8686,373,1125,432,166,174
NORTH DAKOTA,38,059,MORTON,19295,2129,2421,1275,622,77
NORTH DAKOTA,38,061,MOUNTRAIL,9418,921,1110,1008,252,104
NORTH DAKOTA,38,063,NELSON,8090,1065,826,749,128,8
NORTH DAKOTA,38,065,OLIVER,3091,140,421,175,72,0
NORTH DAKOTA,38,067,PEMBINA,13990,1415,1752,1106,266,28
NORTH DAKOTA,38,069,PIERCE,8326,602,1075,563,164,0
NORTH DAKOTA,38,071,RAMSEY,14373,1821,1637,1157,334,187
NORTH DAKOTA,38,073,RANSOM,8876,885,990,874,148,0
NORTH DAKOTA,38,075,RENVILLE,5405,858,677,580,108,22
NORTH DAKOTA,38,077,RICHLAND,19865,1795,2254,1601,446,397
NORTH DAKOTA,38,079,ROLETTE,11102,514,1677,718,404,4441
NORTH DAKOTA,38,081,SARGENT,7616,582,927,571,132,38
NORTH DAKOTA,38,083,SHERIDAN,5253,349,650,335,94,0
NORTH DAKOTA,38,085,SIOUX,3696,35,519,185,132,1549
NORTH DAKOTA,38,087,SLOPE,2315,42,313,151,58,0
NORTH DAKOTA,38,089,STARK,16137,1200,2163,980,558,16
NORTH DAKOTA,38,091,STEELE,5145,372,552,408,108,0
NORTH DAKOTA,38,093,STUTSMAN,24158,1700,2624,2263,596,24
NORTH DAKOTA,38,095,TOWNER,6360,547,817,501,116,6
NORTH DAKOTA,38,097,TRAILL,11359,1573,1198,1034,196,0
NORTH DAKOTA,38,099,WALSH,18859,1900,2095,1459,380,57
NORTH DAKOTA,38,101,WARD,34782,4651,4097,2844,1494,209
NORTH DAKOTA,38,103,WELLS,10417,918,1192,789,208,0
NORTH DAKOTA,38,105,WILLIAMS,16442,1890,2035,1767,634,230
OHIO,39,001,ADAMS,20499,1076,2196,2547,402,82
OHIO,39,003,ALLEN,88183,15532,10022,8097,2550,4409
OHIO,39,005,ASHLAND,33040,5791,3392,3722,832,66
OHIO,39,007,ASHTABULA,78695,12129,8186,8317,2082,787
OHIO,39,009,ATHENS,45839,4635,4210,5105,926,1008
OHIO,39,011,AUGLAIZE,30637,4667,3478,3503,882,31
OHIO,39,013,BELMONT,87740,7387,8768,9489,1722,2106
OHIO,39,015,BROWN,22221,2217,2218,2903,550,556
OHIO,39,017,BUTLER,147203,19114,16511,10789,5046,7507
OHIO,39,019,CARROLL,19039,1139,2147,2063,448,381
OHIO,39,021,CHAMPAIGN,26793,3683,3001,3049,688,1045
OHIO,39,023,CLARK,111661,15684,12283,10179,2902,10049
OHIO,39,025,CLERMONT,42182,5116,4806,4268,1778,759
OHIO,39,027,CLINTON,25572,3230,2689,3212,820,639
OHIO,39,029,COLUMBIANA,98920,14387,10421,9918,2316,1385
OHIO,39,031,COSHOCTON,31141,2995,3249,3533,628,311
OHIO,39,033,CRAWFORD,38738,4809,4085,4426,1102,271
OHIO,39,035,CUYAHOGA,1389532,235584,140465,107445,37370,152849
OHIO,39,037,DARKE,41799,4666,4552,4908,920,209
OHIO,39,039,DEFIANCE,25925,3585,2985,2739,780,26
OHIO,39,041,DELAWARE,30278,3817,2958,3421,840,727
OHIO,39,043,ERIE,52565,8850,5587,5251,1672,2260
OHIO,39,045,FAIRFIELD,52130,6896,5494,5435,1428,417
OHIO,39,047,FAYETTE,22554,3056,2506,2678,524,812
OHIO,39,049,FRANKLIN,503410,78242,52007,42369,18194,52355
OHIO,39,051,FULTON,25580,4452,2931,2882,736,51
OHIO,39,053,GALLIA,24910,1518,2371,2756,570,1246
OHIO,39,055,GEAUGA,26646,2972,3329,2499,1210,826
OHIO,39,057,GREENE,58892,4937,7582,4113,2128,5241
OHIO,39,059,GUERNSEY,38452,4900,3442,5649,836,654
OHIO,39,061,HAMILTON,723952,114861,72690,66006,22112,90494
OHIO,39,063,HANCOCK,44280,7162,4671,5161,1264,221
OHIO,39,065,HARDIN,28673,3400,3165,3431,648,229
OHIO,39,067,HARRISON,19054,1258,1932,2211,370,534
OHIO,39,069,HENRY,22423,3597,2385,2516,666,0
OHIO,39,071,HIGHLAND,28188,3283,2929,3708,618,761
OHIO,39,073,HOCKING,19520,1519,2097,2205,452,98
OHIO,39,075,HOLMES,18760,1317,2409,1692,562,0
OHIO,39,077,HURON,39353,7713,4422,4438,1086,551
OHIO,39,079,JACKSON,27767,2032,3180,3065,632,250
OHIO,39,081,JEFFERSON,96495,11551,10282,7601,2040,4825
OHIO,39,083,KNOX,35287,5371,3639,4171,822,423
OHIO,39,085,LAKE,75979,9783,9073,5529,3812,988
OHIO,39,087,LAWRENCE,49115,3330,5641,4308,1296,1670
OHIO,39,089,LICKING,70645,10462,7087,7950,2088,918
OHIO,39,091,LOGAN,31329,5146,3297,3877,734,564
OHIO,39,093,LORAIN,148162,20984,17068,11563,5572,6964
OHIO,39,095,LUCAS,395551,58950,40695,33964,10664,26897
OHIO,39,097,MADISON,22300,2967,2436,2206,604,1249
OHIO,39,099,MAHONING,257629,37644,25944,19913,6724,24475
OHIO,39,101,MARION,49959,7639,5451,5060,1408,699
OHIO,39,103,MEDINA,40417,5902,4478,3995,1706,485
OHIO,39,105,MEIGS,23227,2466,2513,2846,444,418
OHIO,39,107,MERCER,28311,2515,3314,2836,902,28
OHIO,39,109,MIAMI,61309,8602,6900,6183,1658,1165
OHIO,39,111,MONROE,15362,1538,1518,2217,330,31
OHIO,39,113,MONTGOMERY,398441,67909,45588,29268,13670,37852
OHIO,39,115,MORGAN,12836,1512,1354,1830,208,372
OHIO,39,117,MORROW,17168,1564,1778,1985,418,17
OHIO,39,119,MUSKINGUM,74535,10703,7859,7951,1814,2683
OHIO,39,121,NOBLE,11750,1080,1172,1658,220,12
OHIO,39,123,OTTAWA,29469,3202,3314,2965,848,324
OHIO,39,125,PAULDING,15047,1996,1756,1691,430,226
OHIO,39,127,PERRY,28999,2359,3134,3370,636,348
OHIO,39,129,PICKAWAY,29352,2605,2810,2983,862,734
OHIO,39,131,PIKE,14607,902,1678,1438,470,278
OHIO,39,133,PORTAGE,63954,7034,7295,5231,2290,1535
OHIO,39,135,PREBLE,27081,3752,3056,3051,652,108
OHIO,39,137,PUTNAM,25248,4262,3054,2716,928,0
OHIO,39,139,RICHLAND,91305,15685,10056,7469,2770,3926
OHIO,39,141,ROSS,54424,6137,5747,4880,1384,2939
OHIO,39,143,SANDUSKY,46114,5790,5240,4983,1418,507
OHIO,39,145,SCIOTO,82910,8890,9029,6976,1832,1492
OHIO,39,147,SENECA,52978,8154,5987,5700,1404,477
OHIO,39,149,SHELBY,28488,3526,3334,2828,816,256
OHIO,39,151,STARK,283194,44796,30340,23997,7834,12744
OHIO,39,153,SUMMIT,410032,68352,47650,27155,12130,26652
OHIO,39,155,TRUMBULL,158915,20702,17749,11894,5100,7151
OHIO,39,157,TUSCARAWAS,70320,7452,7342,7683,1704,844
OHIO,39,159,UNION,20687,2222,2090,2593,484,310
OHIO,39,161,VAN WERT,26971,3464,2839,3251,568,108
OHIO,39,163,VINTON,10759,361,1273,1165,220,22
OHIO,39,165,WARREN,38505,3409,4680,3444,1736,886
OHIO,39,167,WASHINGTON,44407,5241,4487,5681,1154,888
OHIO,39,169,WAYNE,58716,8194,6766,5820,1906,470
OHIO,39,171,WILLIAMS,26202,3110,2768,3196,742,0
OHIO,39,173,WOOD,59605,5314,6315,5766,1526,358
OHIO,39,175,WYANDOT,19785,2836,2122,2440,448,0
OKLAHOMA,40,001,ADAIR,14918,257,1790,1357,316,2551
OKLAHOMA,40,003,ALFALFA,10699,2221,1002,1289,126,0
OKLAHOMA,40,005,ATOKA,14269,261,1687,1179,158,1370
OKLAHOMA,40,007,BEAVER,7411,620,784,695,100,0
OKLAHOMA,40,009,BECKHAM,21627,1813,2167,2109,362,411
OKLAHOMA,40,011,BLAINE,15049,1829,1596,1553,264,1941
OKLAHOMA,40,013,BRYAN,28999,1550,3016,2934,438,1856
OKLAHOMA,40,015,CADDO,34913,3140,3899,3441,674,4190
OKLAHOMA,40,017,CANADIAN,25644,3269,2512,2220,416,1923
OKLAHOMA,40,019,CARTER,36455,3327,3864,3445,770,4010
OKLAHOMA,40,021,CHEROKEE,18989,436,2153,1487,374,3456
OKLAHOMA,40,023,CHOCTAW,20405,799,2332,2203,260,4489
OKLAHOMA,40,025,CIMARRON,4589,203,583,331,118,14
OKLAHOMA,40,027,CLEVELAND,41443,3084,4031,3041,1124,497
OKLAHOMA,40,029,COAL,8056,243,842,835,88,572
OKLAHOMA,40,031,COMANCHE,55165,5674,7208,3014,3026,6123
OKLAHOMA,40,033,COTTON,10180,647,1066,1064,120,529
OKLAHOMA,40,035,CRAIG,18263,1050,1472,2309,260,950
OKLAHOMA,40,037,CREEK,43143,3815,4645,4325,760,4789
OKLAHOMA,40,039,CUSTER,21097,2851,2147,1935,468,1350
OKLAHOMA,40,041,DELAWARE,14734,165,1563,1561,212,2343
OKLAHOMA,40,043,DEWEY,8789,991,862,918,114,272
OKLAHOMA,40,045,ELLIS,7326,986,734,821,66,0
OKLAHOMA,40,047,GARFIELD,52820,7729,5649,4589,1184,1585
OKLAHOMA,40,049,GARVIN,29500,1417,3176,2520,606,1268
OKLAHOMA,40,051,GRADY,34872,3183,3436,3565,528,1883
OKLAHOMA,40,053,GRANT,10461,2300,993,1243,128,10
OKLAHOMA,40,055,GREER,11749,1101,1046,1202,144,505
OKLAHOMA,40,057,HARMON,8079,699,845,718,124,315
OKLAHOMA,40,059,HARPER,5977,607,622,620,142,0
OKLAHOMA,40,061,HASKELL,13313,425,1512,1266,154,546
OKLAHOMA,40,063,HUGHES,20664,1177,2212,2200,242,2686
OKLAHOMA,40,065,JACKSON,20082,2023,1965,1906,996,1245
OKLAHOMA,40,067,JEFFERSON,11122,656,1077,1215,136,211
OKLAHOMA,40,069,JOHNSTON,10608,266,999,1127,148,880
OKLAHOMA,40,071,KAY,48892,7191,5113,4418,1084,2151
OKLAHOMA,40,073,KINGFISHER,12860,1746,1263,1307,220,1170
OKLAHOMA,40,075,KIOWA,18926,2028,1939,1936,336,1344
OKLAHOMA,40,077,LATIMER,9690,219,1014,949,122,1017
OKLAHOMA,40,079,LE FLORE,35276,1109,3931,3400,506,2610
OKLAHOMA,40,081,LINCOLN,22102,2065,2164,2444,348,1812
OKLAHOMA,40,083,LOGAN,22170,2447,2115,2688,332,4988
OKLAHOMA,40,085,LOVE,7721,300,856,768,78,533
OKLAHOMA,40,087,MC CLAIN,14681,869,1477,1355,226,602
OKLAHOMA,40,089,MC CURTAIN,31588,621,3894,2762,534,7865
OKLAHOMA,40,091,MC INTOSH,17829,523,2158,1614,226,4172
OKLAHOMA,40,093,MAJOR,10279,1321,1087,968,130,21
OKLAHOMA,40,095,MARSHALL,8177,369,764,852,118,540
OKLAHOMA,40,097,MAYES,19743,790,2084,1946,376,1520
OKLAHOMA,40,099,MURRAY,10775,699,1014,1421,142,517
OKLAHOMA,40,101,MUSKOGEE,65573,6136,6923,6404,1280,15082
OKLAHOMA,40,103,NOBLE,12156,1526,1187,1250,224,766
OKLAHOMA,40,105,NOWATA,12734,824,1251,1489,192,1031
OKLAHOMA,40,107,OKFUSKEE,16948,770,1884,1668,216,4966
OKLAHOMA,40,109,OKLAHOMA,325352,45433,36645,21434,11332,27980
OKLAHOMA,40,111,OKMULGEE,44561,3541,4939,4446,694,8734
OKLAHOMA,40,113,OSAGE,33071,2268,3590,2817,534,2150
OKLAHOMA,40,115,OTTAWA,32218,2013,3533,2885,518,1031
OKLAHOMA,40,117,PAWNEE,13616,1283,1377,1625,162,1212
OKLAHOMA,40,119,PAYNE,46430,4502,4734,3396,964,1486
OKLAHOMA,40,121,PITTSBURG,41031,2369,4267,4004,528,4103
OKLAHOMA,40,123,PONTOTOC,30875,2171,3093,2912,516,1667
OKLAHOMA,40,125,POTTAWATOMIE,43517,3907,4361,4555,778,2611
OKLAHOMA,40,127,PUSHMATAHA,12001,191,1266,1196,170,936
OKLAHOMA,40,129,ROGER MILLS,7395,453,777,620,104,148
OKLAHOMA,40,131,ROGERS,19532,1223,1964,2000,412,1094
OKLAHOMA,40,133,SEMINOLE,40672,2282,4530,2950,532,6223
OKLAHOMA,40,135,SEQUOYAH,19773,282,2479,1719,374,2116
OKLAHOMA,40,137,STEPHENS,34071,2555,3758,2726,734,750
OKLAHOMA,40,139,TEXAS,14235,1190,1685,1048,364,28
OKLAHOMA,40,141,TILLMAN,17598,1477,1841,1711,292,2024
OKLAHOMA,40,143,TULSA,251686,40688,27650,16948,8086,22903
OKLAHOMA,40,145,WAGONER,16741,587,1887,1634,248,4118
OKLAHOMA,40,147,WASHINGTON,32880,4034,3831,2719,898,1677
OKLAHOMA,40,149,WASHITA,17657,1782,1736,1579,418,247
OKLAHOMA,40,151,WOODS,14526,2420,1528,1490,210,0
OKLAHOMA,40,153,WOODWARD,14383,1735,1382,1632,282,29
OREGON,41,001,BAKER,16175,1795,1651,1680,372,65
OREGON,41,003,BENTON,31570,2544,3527,2080,948,158
OREGON,41,005,CLACKAMAS,86716,7635,9567,7758,2294,434
OREGON,41,007,CLATSOP,30776,3465,3182,2731,500,308
OREGON,41,009,COLUMBIA,22967,1791,2432,2065,482,92
OREGON,41,011,COOS,42265,1863,4863,3063,1314,169
OREGON,41,013,CROOK,8991,538,1152,434,202,36
OREGON,41,015,CURRY,6048,183,575,553,336,54
OREGON,41,017,DESCHUTES,21812,1723,2462,1489,514,44
OREGON,41,019,DOUGLAS,54549,2490,6483,3398,1674,218
OREGON,41,021,GILLIAM,2817,373,303,246,62,14
OREGON,41,023,GRANT,8329,427,1040,569,194,17
OREGON,41,025,HARNEY,6113,174,749,416,188,196
OREGON,41,027,HOOD RIVER,12740,1019,1356,1045,258,280
OREGON,41,029,JACKSON,58510,4806,6026,5359,1476,59
OREGON,41,031,JEFFERSON,5536,143,741,221,212,603
OREGON,41,033,JOSEPHINE,26542,964,2706,2493,580,53
OREGON,41,035,KLAMATH,42150,4143,5068,2241,1260,1391
OREGON,41,037,LAKE,6649,185,782,438,156,7
OREGON,41,039,LANE,125776,8664,14506,8487,3948,503
OREGON,41,041,LINCOLN,21308,733,2296,2077,520,405
OREGON,41,043,LINN,54317,3481,6721,3932,1378,109
OREGON,41,045,MALHEUR,23223,1372,3031,1439,540,1208
OREGON,41,047,MARION,101401,9413,10070,9949,2424,1115
OREGON,41,049,MORROW,4783,481,537,421,86,19
OREGON,41,051,MULTNOMAH,471537,79807,46623,48539,10948,14146
OREGON,41,053,POLK,26317,1494,3120,2067,524,158
OREGON,41,055,SHERMAN,2271,322,253,206,42,9
OREGON,41,057,TILLAMOOK,18606,1148,2292,1347,446,19
OREGON,41,059,UMATILLA,41703,3333,4712,3244,914,1084
OREGON,41,061,UNION,17962,938,1853,1848,326,126
OREGON,41,063,WALLOWA,7264,514,822,592,134,36
OREGON,41,065,WASCO,15552,2121,1664,1545,450,575
OREGON,41,067,WASHINGTON,61269,2564,6802,5459,2042,184
OREGON,41,069,WHEELER,3313,285,407,185,52,3
OREGON,41,071,YAMHILL,33484,2360,3541,3405,618,201
PENNSYLVANIA,42,001,ADAMS,44197,3336,4889,4167,1144,309
PENNSYLVANIA,42,003,ALLEGHENY,1515237,222067,146622,118063,35104,113643
PENNSYLVANIA,42,005,ARMSTRONG,80842,8095,8828,7013,1650,889
PENNSYLVANIA,42,007,BEAVER,175192,20984,18285,11840,4664,8409
PENNSYLVANIA,42,009,BEDFORD,40775,2440,4467,3645,944,204
PENNSYLVANIA,42,011,BERKS,255740,32981,22572,24375,5278,3325
PENNSYLVANIA,42,013,BLAIR,139514,20034,14476,13683,2768,1116
PENNSYLVANIA,42,015,BRADFORD,51722,6844,5703,5916,1354,103
PENNSYLVANIA,42,017,BUCKS,144620,14160,15303,11978,7778,2603
PENNSYLVANIA,42,019,BUTLER,97320,10597,10553,9010,2710,389
PENNSYLVANIA,42,021,CAMBRIA,209541,16936,22653,15382,4386,3143
PENNSYLVANIA,42,023,CAMERON,7023,568,837,591,176,7
PENNSYLVANIA,42,025,CARBON,57558,4880,5322,4782,920,0
PENNSYLVANIA,42,027,CENTRE,65922,5803,6689,4689,1712,461
PENNSYLVANIA,42,029,CHESTER,159141,16696,15767,13593,4916,15118
PENNSYLVANIA,42,031,CLARION,38344,4171,4179,3683,862,38
PENNSYLVANIA,42,033,CLEARFIELD,85957,6524,9416,7879,1796,344
PENNSYLVANIA,42,035,CLINTON,36532,3340,4106,3209,786,37
PENNSYLVANIA,42,037,COLUMBIA,53460,5318,5354,5401,1032,107
PENNSYLVANIA,42,039,CRAWFORD,78948,7456,8312,8130,1580,1026
PENNSYLVANIA,42,041,CUMBERLAND,94457,5423,9938,7971,2730,1700
PENNSYLVANIA,42,043,DAUPHIN,197784,34146,19157,17994,4868,14636
PENNSYLVANIA,42,045,DELAWARE,414234,58209,43896,28765,12434,29411
PENNSYLVANIA,42,047,ELK,34503,2215,3720,2903,916,35
PENNSYLVANIA,42,049,ERIE,219388,27047,23755,18217,5834,3730
PENNSYLVANIA,42,051,FAYETTE,189899,14634,20203,15155,3436,9115
PENNSYLVANIA,42,053,FOREST,4944,383,528,573,74,5
PENNSYLVANIA,42,055,FRANKLIN,75927,7162,8078,6860,1932,1367
PENNSYLVANIA,42,057,FULTON,10387,203,1183,911,194,83
PENNSYLVANIA,42,059,GREENE,45394,4109,4877,3925,692,454
PENNSYLVANIA,42,061,HUNTINGDON,40872,2669,4439,3471,798,1022
PENNSYLVANIA,42,063,INDIANA,77106,4823,8447,6649,1696,540
PENNSYLVANIA,42,065,JEFFERSON,49147,4329,5087,5179,982,49
PENNSYLVANIA,42,067,JUNIATA,15243,819,1747,1381,376,30
PENNSYLVANIA,42,069,LACKAWANNA,257396,26247,22640,22681,4264,772
PENNSYLVANIA,42,071,LANCASTER,234717,29921,24639,22606,6366,2817
PENNSYLVANIA,42,073,LAWRENCE,105120,15935,10850,9128,2282,2208
PENNSYLVANIA,42,075,LEBANON,81683,7593,8693,7136,2102,245
PENNSYLVANIA,42,077,LEHIGH,198207,21090,18181,17243,4574,595
PENNSYLVANIA,42,079,LUZERNE,392241,36381,35183,30212,6048,784
PENNSYLVANIA,42,081,LYCOMING,101249,14547,10225,10417,2562,1215
PENNSYLVANIA,42,083,MC KEAN,56607,9730,6021,5244,1254,113
PENNSYLVANIA,42,085,MERCER,111954,14073,11738,10416,2728,3583
PENNSYLVANIA,42,087,MIFFLIN,43691,4374,4852,3171,932,131
PENNSYLVANIA,42,089,MONROE,33773,4088,3121,3517,796,270
PENNSYLVANIA,42,091,MONTGOMERY,353068,54809,33198,30967,10536,15182
PENNSYLVANIA,42,093,MONTOUR,16001,1144,1325,1997,330,64
PENNSYLVANIA,42,095,NORTHAMPTON,185243,27361,17658,15496,3760,1482
PENNSYLVANIA,42,097,NORTHUMBERLAND,117115,10104,11030,9982,1806,117
PENNSYLVANIA,42,099,PERRY,24782,2033,2704,2281,544,25
PENNSYLVANIA,42,101,PHILADELPHIA,2071605,251052,184125,171242,44606,379104
PENNSYLVANIA,42,103,PIKE,8425,740,735,1129,170,34
PENNSYLVANIA,42,105,POTTER,16810,1955,1812,2077,364,50
PENNSYLVANIA,42,107,SCHUYLKILL,200577,14943,17772,15960,2880,201
PENNSYLVANIA,42,109,SNYDER,22912,1148,2337,2040,516,46
PENNSYLVANIA,42,111,SOMERSET,81813,3982,8845,7322,1540,164
PENNSYLVANIA,42,113,SULLIVAN,6745,683,755,783,140,7
PENNSYLVANIA,42,115,SUSQUEHANNA,31970,3215,3472,3564,740,96
PENNSYLVANIA,42,117,TIOGA,35474,4746,3924,3873,920,142
PENNSYLVANIA,42,119,UNION,23150,2206,2018,2133,470,532
PENNSYLVANIA,42,121,VENANGO,65328,8409,6762,6491,1400,980
PENNSYLVANIA,42,123,WARREN,42698,6089,3958,5257,898,43
PENNSYLVANIA,42,125,WASHINGTON,209628,21854,21222,17337,4286,8804
PENNSYLVANIA,42,127,WAYNE,28478,3194,2588,3497,484,313
PENNSYLVANIA,42,129,WESTMORELAND,313179,32090,32352,24745,7128,6264
PENNSYLVANIA,42,131,WYOMING,16766,1894,1749,1866,316,17
PENNSYLVANIA,42,133,YORK,202737,14993,20573,18032,5204,3852
RHODE ISLAND,44,001,BRISTOL,29079,3567,3033,2474,828,29
RHODE ISLAND,44,003,KENT,77763,6523,8709,6249,2402,311
RHODE ISLAND,44,005,NEWPORT,61539,9174,6658,4655,2054,2585
RHODE ISLAND,44,007,PROVIDENCE,574973,71125,53180,53214,11932,10924
RHODE ISLAND,44,009,WASHINGTON,48542,6450,5232,3826,1180,1262
